Position,Decimal,Name,Appearance
0x0189,393,LATIN CAPITAL LETTER AFRICAN D,Ɖ
0x018A,394,LATIN CAPITAL LETTER D WITH HOOK,Ɗ
0x018B,395,LATIN CAPITAL LETTER D WITH TOPBAR,Ƌ
0x018C,396,LATIN SMALL LETTER D WITH TOPBAR,ƌ
0x018D,397,LATIN SMALL LETTER TURNED DELTA,ƍ
0x018E,398,LATIN CAPITAL LETTER REVERSED E,Ǝ
0x018F,399,LATIN CAPITAL LETTER SCHWA,Ə
0x0190,400,LATIN CAPITAL LETTER OPEN E,Ɛ
0x0191,401,LATIN CAPITAL LETTER F WITH HOOK,Ƒ
0x0192,402,LATIN SMALL LETTER F WITH HOOK,ƒ
0x0193,403,LATIN CAPITAL LETTER G WITH HOOK,Ɠ
0x0194,404,LATIN CAPITAL LETTER GAMMA,Ɣ
0x0195,405,LATIN SMALL LETTER HV,ƕ
0x0196,406,LATIN CAPITAL LETTER IOTA,Ɩ
0x0197,407,LATIN CAPITAL LETTER I WITH STROKE,Ɨ
0x0198,408,LATIN CAPITAL LETTER K WITH HOOK,Ƙ
0x0199,409,LATIN SMALL LETTER K WITH HOOK,ƙ
0x019A,410,LATIN SMALL LETTER L WITH BAR,ƚ
0x019B,411,LATIN SMALL LETTER LAMBDA WITH STROKE,ƛ
0x019C,412,LATIN CAPITAL LETTER TURNED M,Ɯ
0x019D,413,LATIN CAPITAL LETTER N WITH LEFT HOOK,Ɲ
0x019E,414,LATIN SMALL LETTER N WITH LONG RIGHT LEG,ƞ
0x019F,415,LATIN CAPITAL LETTER O WITH MIDDLE TILDE,Ɵ
0x01A0,416,LATIN CAPITAL LETTER O WITH HORN,Ơ
0x01A1,417,LATIN SMALL LETTER O WITH HORN,ơ
0x01A2,418,LATIN CAPITAL LETTER OI,Ƣ
0x01A3,419,LATIN SMALL LETTER OI,ƣ
0x01A4,420,LATIN CAPITAL LETTER P WITH HOOK,Ƥ
0x01A5,421,LATIN SMALL LETTER P WITH HOOK,ƥ
0x01A6,422,LATIN LETTER YR,Ʀ
0x01A7,423,LATIN CAPITAL LETTER TONE TWO,Ƨ
0x01A8,424,LATIN SMALL LETTER TONE TWO,ƨ
0x01A9,425,LATIN CAPITAL LETTER ESH,Ʃ
0x01AA,426,LATIN LETTER REVERSED ESH LOOP,ƪ
0x01AB,427,LATIN SMALL LETTER T WITH PALATAL HOOK,ƫ
0x01AC,428,LATIN CAPITAL LETTER T WITH HOOK,Ƭ
0x01AD,429,LATIN SMALL LETTER T WITH HOOK,ƭ
0x01AE,430,LATIN CAPITAL LETTER T WITH RETROFLEX HOOK,Ʈ
0x01AF,431,LATIN CAPITAL LETTER U WITH HORN,Ư
0x01B0,432,LATIN SMALL LETTER U WITH HORN,ư
0x01B1,433,LATIN CAPITAL LETTER UPSILON,Ʊ
0x01B2,434,LATIN CAPITAL LETTER V WITH HOOK,Ʋ
0x01B3,435,LATIN CAPITAL LETTER Y WITH HOOK,Ƴ
0x01B4,436,LATIN SMALL LETTER Y WITH HOOK,ƴ
0x01B5,437,LATIN CAPITAL LETTER Z WITH STROKE,Ƶ
0x01B6,438,LATIN SMALL LETTER Z WITH STROKE,ƶ
0x01B7,439,LATIN CAPITAL LETTER EZH,Ʒ
0x01B8,440,LATIN CAPITAL LETTER EZH REVERSED,Ƹ
0x01B9,441,LATIN SMALL LETTER EZH REVERSED,ƹ
0x01BA,442,LATIN SMALL LETTER EZH WITH TAIL,ƺ
0x01BB,443,LATIN LETTER TWO WITH STROKE,ƻ
0x01BC,444,LATIN CAPITAL LETTER TONE FIVE,Ƽ
0x01BD,445,LATIN SMALL LETTER TONE FIVE,ƽ
0x01BE,446,LATIN LETTER INVERTED GLOTTAL STOP WITH STROKE,ƾ
0x01BF,447,LATIN LETTER WYNN,ƿ
0x01C0,448,LATIN LETTER DENTAL CLICK,ǀ
0x01C1,449,LATIN LETTER LATERAL CLICK,ǁ
0x01C2,450,LATIN LETTER ALVEOLAR CLICK,ǂ
0x01C3,451,LATIN LETTER RETROFLEX CLICK,ǃ
0x01C4,452,LATIN CAPITAL LETTER DZ WITH CARON,Ǆ
0x01C5,453,LATIN CAPITAL LETTER D WITH SMALL LETTER Z WITH CARON,ǅ
0x01C6,454,LATIN SMALL LETTER DZ WITH CARON,ǆ
0x01C7,455,LATIN CAPITAL LETTER LJ,Ǉ
0x01C8,456,LATIN CAPITAL LETTER L WITH SMALL LETTER J,ǈ
0x01C9,457,LATIN SMALL LETTER LJ,ǉ
0x01CA,458,LATIN CAPITAL LETTER NJ,Ǌ
0x01CB,459,LATIN CAPITAL LETTER N WITH SMALL LETTER J,ǋ
0x01CC,460,LATIN SMALL LETTER NJ,ǌ
0x01CD,461,LATIN CAPITAL LETTER A WITH CARON,Ǎ
0x01CE,462,LATIN SMALL LETTER A WITH CARON,ǎ
0x01CF,463,LATIN CAPITAL LETTER I WITH CARON,Ǐ
0x01D0,464,LATIN SMALL LETTER I WITH CARON,ǐ
0x01D1,465,LATIN CAPITAL LETTER O WITH CARON,Ǒ
0x01D2,466,LATIN SMALL LETTER O WITH CARON,ǒ
0x01D3,467,LATIN CAPITAL LETTER U WITH CARON,Ǔ
0x01D4,468,LATIN SMALL LETTER U WITH CARON,ǔ
0x01D5,469,LATIN CAPITAL LETTER U WITH DIAERESIS AND MACRON,Ǖ
0x01D6,470,LATIN SMALL LETTER U WITH DIAERESIS AND MACRON,ǖ
0x01D7,471,LATIN CAPITAL LETTER U WITH DIAERESIS AND ACUTE,Ǘ
0x01D8,472,LATIN SMALL LETTER U WITH DIAERESIS AND ACUTE,ǘ
0x01D9,473,LATIN CAPITAL LETTER U WITH DIAERESIS AND CARON,Ǚ
0x01DA,474,LATIN SMALL LETTER U WITH DIAERESIS AND CARON,ǚ
0x01DB,475,LATIN CAPITAL LETTER U WITH DIAERESIS AND GRAVE,Ǜ
0x01DC,476,LATIN SMALL LETTER U WITH DIAERESIS AND GRAVE,ǜ
0x01DD,477,LATIN SMALL LETTER TURNED E,ǝ
0x01DE,478,LATIN CAPITAL LETTER A WITH DIAERESIS AND MACRON,Ǟ
0x01DF,479,LATIN SMALL LETTER A WITH DIAERESIS AND MACRON,ǟ
0x01E0,480,LATIN CAPITAL LETTER A WITH DOT ABOVE AND MACRON,Ǡ
0x01E1,481,LATIN SMALL LETTER A WITH DOT ABOVE AND MACRON,ǡ
0x01E2,482,LATIN CAPITAL LETTER AE WITH MACRON,Ǣ
0x01E3,483,LATIN SMALL LETTER AE WITH MACRON,ǣ
0x01E4,484,LATIN CAPITAL LETTER G WITH STROKE,Ǥ
0x01E5,485,LATIN SMALL LETTER G WITH STROKE,ǥ
0x01E6,486,LATIN CAPITAL LETTER G WITH CARON,Ǧ
0x01E7,487,LATIN SMALL LETTER G WITH CARON,ǧ
0x01E8,488,LATIN CAPITAL LETTER K WITH CARON,Ǩ
0x01E9,489,LATIN SMALL LETTER K WITH CARON,ǩ
0x01EA,490,LATIN CAPITAL LETTER O WITH OGONEK,Ǫ
0x01EB,491,LATIN SMALL LETTER O WITH OGONEK,ǫ
0x01EC,492,LATIN CAPITAL LETTER O WITH OGONEK AND MACRON,Ǭ
0x01ED,493,LATIN SMALL LETTER O WITH OGONEK AND MACRON,ǭ
0x01EE,494,LATIN CAPITAL LETTER EZH WITH CARON,Ǯ
0x01EF,495,LATIN SMALL LETTER EZH WITH CARON,ǯ
0x01F0,496,LATIN SMALL LETTER J WITH CARON,ǰ
0x01F1,497,LATIN CAPITAL LETTER DZ,Ǳ
0x01F2,498,LATIN CAPITAL LETTER D WITH SMALL LETTER Z,ǲ
0x01F3,499,LATIN SMALL LETTER DZ,ǳ
0x01F4,500,LATIN CAPITAL LETTER G WITH ACUTE,Ǵ
0x01F5,501,LATIN SMALL LETTER G WITH ACUTE,ǵ
0x01F6,502,LATIN CAPITAL LETTER HWAIR,Ƕ
0x01F7,503,LATIN CAPITAL LETTER WYNN,Ƿ
0x01F8,504,LATIN CAPITAL LETTER N WITH GRAVE,Ǹ
0x01F9,505,LATIN SMALL LETTER N WITH GRAVE,ǹ
0x01FA,506,LATIN CAPITAL LETTER A WITH RING ABOVE AND ACUTE,Ǻ
0x01FB,507,LATIN SMALL LETTER A WITH RING ABOVE AND ACUTE,ǻ
0x01FC,508,LATIN CAPITAL LETTER AE WITH ACUTE,Ǽ
0x01FD,509,LATIN SMALL LETTER AE WITH ACUTE,ǽ
0x01FE,510,LATIN CAPITAL LETTER O WITH STROKE AND ACUTE,Ǿ
0x01FF,511,LATIN SMALL LETTER O WITH STROKE AND ACUTE,ǿ
0x0200,512,LATIN CAPITAL LETTER A WITH DOUBLE GRAVE,Ȁ
0x0201,513,LATIN SMALL LETTER A WITH DOUBLE GRAVE,ȁ
0x0202,514,LATIN CAPITAL LETTER A WITH INVERTED BREVE,Ȃ
0x0203,515,LATIN SMALL LETTER A WITH INVERTED BREVE,ȃ
0x0204,516,LATIN CAPITAL LETTER E WITH DOUBLE GRAVE,Ȅ
0x0205,517,LATIN SMALL LETTER E WITH DOUBLE GRAVE,ȅ
0x0206,518,LATIN CAPITAL LETTER E WITH INVERTED BREVE,Ȇ
0x0207,519,LATIN SMALL LETTER E WITH INVERTED BREVE,ȇ
0x0208,520,LATIN CAPITAL LETTER I WITH DOUBLE GRAVE,Ȉ
0x0209,521,LATIN SMALL LETTER I WITH DOUBLE GRAVE,ȉ
0x020A,522,LATIN CAPITAL LETTER I WITH INVERTED BREVE,Ȋ
0x020B,523,LATIN SMALL LETTER I WITH INVERTED BREVE,ȋ
0x020C,524,LATIN CAPITAL LETTER O WITH DOUBLE GRAVE,Ȍ
0x020D,525,LATIN SMALL LETTER O WITH DOUBLE GRAVE,ȍ
0x020E,526,LATIN CAPITAL LETTER O WITH INVERTED BREVE,Ȏ
0x020F,527,LATIN SMALL LETTER O WITH INVERTED BREVE,ȏ
0x0210,528,LATIN CAPITAL LETTER R WITH DOUBLE GRAVE,Ȑ
0x0211,529,LATIN SMALL LETTER R WITH DOUBLE GRAVE,ȑ
0x0212,530,LATIN CAPITAL LETTER R WITH INVERTED BREVE,Ȓ
0x0213,531,LATIN SMALL LETTER R WITH INVERTED BREVE,ȓ
0x0214,532,LATIN CAPITAL LETTER U WITH DOUBLE GRAVE,Ȕ
0x0215,533,LATIN SMALL LETTER U WITH DOUBLE GRAVE,ȕ
0x0216,534,LATIN CAPITAL LETTER U WITH INVERTED BREVE,Ȗ
0x0217,535,LATIN SMALL LETTER U WITH INVERTED BREVE,ȗ
0x0218,536,LATIN CAPITAL LETTER S WITH COMMA BELOW,Ș
0x0219,537,LATIN SMALL LETTER S WITH COMMA BELOW,ș
0x021A,538,LATIN CAPITAL LETTER T WITH COMMA BELOW,Ț
0x021B,539,LATIN SMALL LETTER T WITH COMMA BELOW,ț
0x021C,540,LATIN CAPITAL LETTER YOGH,Ȝ
0x021D,541,LATIN SMALL LETTER YOGH,ȝ
0x021E,542,LATIN CAPITAL LETTER H WITH CARON,Ȟ
0x021F,543,LATIN SMALL LETTER H WITH CARON,ȟ
0x0222,546,LATIN CAPITAL LETTER OU,Ȣ
0x0223,547,LATIN SMALL LETTER OU,ȣ
0x0224,548,LATIN CAPITAL LETTER Z WITH HOOK,Ȥ
0x0225,549,LATIN SMALL LETTER Z WITH HOOK,ȥ
0x0226,550,LATIN CAPITAL LETTER A WITH DOT ABOVE,Ȧ
0x0227,551,LATIN SMALL LETTER A WITH DOT ABOVE,ȧ
0x0228,552,LATIN CAPITAL LETTER E WITH CEDILLA,Ȩ
0x0229,553,LATIN SMALL LETTER E WITH CEDILLA,ȩ
0x022A,554,LATIN CAPITAL LETTER O WITH DIAERESIS AND MACRON,Ȫ
0x022B,555,LATIN SMALL LETTER O WITH DIAERESIS AND MACRON,ȫ
0x022C,556,LATIN CAPITAL LETTER O WITH TILDE AND MACRON,Ȭ
0x022D,557,LATIN SMALL LETTER O WITH TILDE AND MACRON,ȭ
0x022E,558,LATIN CAPITAL LETTER O WITH DOT ABOVE,Ȯ
0x022F,559,LATIN SMALL LETTER O WITH DOT ABOVE,ȯ
0x0230,560,LATIN CAPITAL LETTER O WITH DOT ABOVE AND MACRON,Ȱ
0x0231,561,LATIN SMALL LETTER O WITH DOT ABOVE AND MACRON,ȱ
0x0232,562,LATIN CAPITAL LETTER Y WITH MACRON,Ȳ
0x0233,563,LATIN SMALL LETTER Y WITH MACRON,ȳ
,,,
0x0250,592,LATIN SMALL LETTER TURNED A,ɐ
0x0251,593,LATIN SMALL LETTER ALPHA,ɑ
0x0252,594,LATIN SMALL LETTER TURNED ALPHA,ɒ
0x0253,595,LATIN SMALL LETTER B WITH HOOK,ɓ
0x0254,596,LATIN SMALL LETTER OPEN O,ɔ
0x0255,597,LATIN SMALL LETTER C WITH CURL,ɕ
0x0256,598,LATIN SMALL LETTER D WITH TAIL,ɖ
0x0257,599,LATIN SMALL LETTER D WITH HOOK,ɗ
0x0258,600,LATIN SMALL LETTER REVERSED E,ɘ
0x0259,601,LATIN SMALL LETTER SCHWA,ə
0x025A,602,LATIN SMALL LETTER SCHWA WITH HOOK,ɚ
0x025B,603,LATIN SMALL LETTER OPEN E,ɛ
0x025C,604,LATIN SMALL LETTER REVERSED OPEN E,ɜ
0x025D,605,LATIN SMALL LETTER REVERSED OPEN E WITH HOOK,ɝ
0x025E,606,LATIN SMALL LETTER CLOSED REVERSED OPEN E,ɞ
0x025F,607,LATIN SMALL LETTER DOTLESS J WITH STROKE,ɟ
0x0260,608,LATIN SMALL LETTER G WITH HOOK,ɠ
0x0261,609,LATIN SMALL LETTER SCRIPT G,ɡ
0x0262,610,LATIN LETTER SMALL CAPITAL G,ɢ
0x0263,611,LATIN SMALL LETTER GAMMA,ɣ
0x0264,612,LATIN SMALL LETTER RAMS HORN,ɤ
0x0265,613,LATIN SMALL LETTER TURNED H,ɥ
0x0266,614,LATIN SMALL LETTER H WITH HOOK,ɦ
0x0267,615,LATIN SMALL LETTER HENG WITH HOOK,ɧ
0x0268,616,LATIN SMALL LETTER I WITH STROKE,ɨ
0x0269,617,LATIN SMALL LETTER IOTA,ɩ
0x026A,618,LATIN LETTER SMALL CAPITAL I,ɪ
0x026B,619,LATIN SMALL LETTER L WITH MIDDLE TILDE,ɫ
0x026C,620,LATIN SMALL LETTER L WITH BELT,ɬ
0x026D,621,LATIN SMALL LETTER L WITH RETROFLEX HOOK,ɭ
0x026E,622,LATIN SMALL LETTER LEZH,ɮ
0x026F,623,LATIN SMALL LETTER TURNED M,ɯ
0x0270,624,LATIN SMALL LETTER TURNED M WITH LONG LEG,ɰ
0x0271,625,LATIN SMALL LETTER M WITH HOOK,ɱ
0x0272,626,LATIN SMALL LETTER N WITH LEFT HOOK,ɲ
0x0273,627,LATIN SMALL LETTER N WITH RETROFLEX HOOK,ɳ
0x0274,628,LATIN LETTER SMALL CAPITAL N,ɴ
0x0275,629,LATIN SMALL LETTER BARRED O,ɵ
0x0276,630,LATIN LETTER SMALL CAPITAL OE,ɶ
0x0277,631,LATIN SMALL LETTER CLOSED OMEGA,ɷ
0x0278,632,LATIN SMALL LETTER PHI,ɸ
0x0279,633,LATIN SMALL LETTER TURNED R,ɹ
0x027A,634,LATIN SMALL LETTER TURNED R WITH LONG LEG,ɺ
0x027B,635,LATIN SMALL LETTER TURNED R WITH HOOK,ɻ
0x027C,636,LATIN SMALL LETTER R WITH LONG LEG,ɼ
0x027D,637,LATIN SMALL LETTER R WITH TAIL,ɽ
0x027E,638,LATIN SMALL LETTER R WITH FISHHOOK,ɾ
0x027F,639,LATIN SMALL LETTER REVERSED R WITH FISHHOOK,ɿ
0x0280,640,LATIN LETTER SMALL CAPITAL R,ʀ
0x0281,641,LATIN LETTER SMALL CAPITAL INVERTED R,ʁ
0x0282,642,LATIN SMALL LETTER S WITH HOOK,ʂ
0x0283,643,LATIN SMALL LETTER ESH,ʃ
0x0284,644,LATIN SMALL LETTER DOTLESS J WITH STROKE AND HOOK,ʄ
0x0285,645,LATIN SMALL LETTER SQUAT REVERSED ESH,ʅ
0x0286,646,LATIN SMALL LETTER ESH WITH CURL,ʆ
0x0287,647,LATIN SMALL LETTER TURNED T,ʇ
0x0288,648,LATIN SMALL LETTER T WITH RETROFLEX HOOK,ʈ
0x0289,649,LATIN SMALL LETTER U BAR,ʉ
0x028A,650,LATIN SMALL LETTER UPSILON,ʊ
0x028B,651,LATIN SMALL LETTER V WITH HOOK,ʋ
0x028C,652,LATIN SMALL LETTER TURNED V,ʌ
0x028D,653,LATIN SMALL LETTER TURNED W,ʍ
0x028E,654,LATIN SMALL LETTER TURNED Y,ʎ
0x028F,655,LATIN LETTER SMALL CAPITAL Y,ʏ
0x0290,656,LATIN SMALL LETTER Z WITH RETROFLEX HOOK,ʐ
0x0291,657,LATIN SMALL LETTER Z WITH CURL,ʑ
0x0292,658,LATIN SMALL LETTER EZH,ʒ
0x0293,659,LATIN SMALL LETTER EZH WITH CURL,ʓ
0x0294,660,LATIN LETTER GLOTTAL STOP,ʔ
0x0295,661,LATIN LETTER PHARYNGEAL VOICED FRICATIVE,ʕ
0x0296,662,LATIN LETTER INVERTED GLOTTAL STOP,ʖ
0x0297,663,LATIN LETTER STRETCHED C,ʗ
0x0298,664,LATIN LETTER BILABIAL CLICK,ʘ
0x0299,665,LATIN LETTER SMALL CAPITAL B,ʙ
0x029A,666,LATIN SMALL LETTER CLOSED OPEN E,ʚ
0x029B,667,LATIN LETTER SMALL CAPITAL G WITH HOOK,ʛ
0x029C,668,LATIN LETTER SMALL CAPITAL H,ʜ
0x029D,669,LATIN SMALL LETTER J WITH CROSSED-TAIL,ʝ
0x029E,670,LATIN SMALL LETTER TURNED K,ʞ
0x029F,671,LATIN LETTER SMALL CAPITAL L,ʟ
0x02A0,672,LATIN SMALL LETTER Q WITH HOOK,ʠ
0x02A1,673,LATIN LETTER GLOTTAL STOP WITH STROKE,ʡ
0x02A2,674,LATIN LETTER REVERSED GLOTTAL STOP WITH STROKE,ʢ
0x02A3,675,LATIN SMALL LETTER DZ DIGRAPH,ʣ
0x02A4,676,LATIN SMALL LETTER DEZH DIGRAPH,ʤ
0x02A5,677,LATIN SMALL LETTER DZ DIGRAPH WITH CURL,ʥ
0x02A6,678,LATIN SMALL LETTER TS DIGRAPH,ʦ
0x02A7,679,LATIN SMALL LETTER TESH DIGRAPH,ʧ
0x02A8,680,LATIN SMALL LETTER TC DIGRAPH WITH CURL,ʨ
0x02A9,681,LATIN SMALL LETTER FENG DIGRAPH,ʩ
0x02AA,682,LATIN SMALL LETTER LS DIGRAPH,ʪ
0x02AB,683,LATIN SMALL LETTER LZ DIGRAPH,ʫ
0x02AC,684,LATIN LETTER BILABIAL PERCUSSIVE,ʬ
0x02AD,685,LATIN LETTER BIDENTAL PERCUSSIVE,ʭ
,,,
0x02B0,688,MODIFIER LETTER SMALL H,ʰ
0x02B1,689,MODIFIER LETTER SMALL H WITH HOOK,ʱ
0x02B2,690,MODIFIER LETTER SMALL J,ʲ
0x02B3,691,MODIFIER LETTER SMALL R,ʳ
0x02B4,692,MODIFIER LETTER SMALL TURNED R,ʴ
0x02B5,693,MODIFIER LETTER SMALL TURNED R WITH HOOK,ʵ
0x02B6,694,MODIFIER LETTER SMALL CAPITAL INVERTED R,ʶ
0x02B7,695,MODIFIER LETTER SMALL W,ʷ
0x02B8,696,MODIFIER LETTER SMALL Y,ʸ
0x02B9,697,MODIFIER LETTER PRIME,ʹ
0x02BA,698,MODIFIER LETTER DOUBLE PRIME,ʺ
0x02BB,699,MODIFIER LETTER TURNED COMMA,ʻ
0x02BC,700,MODIFIER LETTER APOSTROPHE,ʼ
0x02BD,701,MODIFIER LETTER REVERSED COMMA,ʽ
0x02BE,702,MODIFIER LETTER RIGHT HALF RING,ʾ
0x02BF,703,MODIFIER LETTER LEFT HALF RING,ʿ
0x02C0,704,MODIFIER LETTER GLOTTAL STOP,ˀ
0x02C1,705,MODIFIER LETTER REVERSED GLOTTAL STOP,ˁ
0x02C2,706,MODIFIER LETTER LEFT ARROWHEAD,˂
0x02C3,707,MODIFIER LETTER RIGHT ARROWHEAD,˃
0x02C4,708,MODIFIER LETTER UP ARROWHEAD,˄
0x02C5,709,MODIFIER LETTER DOWN ARROWHEAD,˅
0x02C6,710,MODIFIER LETTER CIRCUMFLEX ACCENT,ˆ
0x02C7,711,CARON,ˇ
0x02C8,712,MODIFIER LETTER VERTICAL LINE,ˈ
0x02C9,713,MODIFIER LETTER MACRON,ˉ
0x02CA,714,MODIFIER LETTER ACUTE ACCENT,ˊ
0x02CB,715,MODIFIER LETTER GRAVE ACCENT,ˋ
0x02CC,716,MODIFIER LETTER LOW VERTICAL LINE,ˌ
0x02CD,717,MODIFIER LETTER LOW MACRON,ˍ
0x02CE,718,MODIFIER LETTER LOW GRAVE ACCENT,ˎ
0x02CF,719,MODIFIER LETTER LOW ACUTE ACCENT,ˏ
0x02D0,720,MODIFIER LETTER TRIANGULAR COLON,ː
0x02D1,721,MODIFIER LETTER HALF TRIANGULAR COLON,ˑ
0x02D2,722,MODIFIER LETTER CENTRED RIGHT HALF RING,˒
0x02D3,723,MODIFIER LETTER CENTRED LEFT HALF RING,˓
0x02D4,724,MODIFIER LETTER UP TACK,˔
0x02D5,725,MODIFIER LETTER DOWN TACK,˕
0x02D6,726,MODIFIER LETTER PLUS SIGN,˖
0x02D7,727,MODIFIER LETTER MINUS SIGN,˗
0x02D8,728,BREVE,˘
0x02D9,729,DOT ABOVE,˙
0x02DA,730,RING ABOVE,˚
0x02DB,731,OGONEK,˛
0x02DC,732,SMALL TILDE,˜
0x02DD,733,DOUBLE ACUTE ACCENT,˝
0x02DE,734,MODIFIER LETTER RHOTIC HOOK,˞
0x02DF,735,MODIFIER LETTER CROSS ACCENT,˟
0x02E0,736,MODIFIER LETTER SMALL GAMMA,ˠ
0x02E1,737,MODIFIER LETTER SMALL L,ˡ
0x02E2,738,MODIFIER LETTER SMALL S,ˢ
0x02E3,739,MODIFIER LETTER SMALL X,ˣ
0x02E4,740,MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,ˤ
0x02E5,741,MODIFIER LETTER EXTRA-HIGH TONE BAR,˥
0x02E6,742,MODIFIER LETTER HIGH TONE BAR,˦
0x02E7,743,MODIFIER LETTER MID TONE BAR,˧
0x02E8,744,MODIFIER LETTER LOW TONE BAR,˨
0x02E9,745,MODIFIER LETTER EXTRA-LOW TONE BAR,˩
0x02EA,746,MODIFIER LETTER YIN DEPARTING TONE MARK,˪
0x02EB,747,MODIFIER LETTER YANG DEPARTING TONE MARK,˫
0x02EC,748,MODIFIER LETTER VOICING,ˬ
0x02ED,749,MODIFIER LETTER UNASPIRATED,˭
0x02EE,750,MODIFIER LETTER DOUBLE APOSTROPHE,ˮ
,,,
0x0300,768,COMBINING GRAVE ACCENT,̀
0x0301,769,COMBINING ACUTE ACCENT,́
0x0302,770,COMBINING CIRCUMFLEX ACCENT,̂
0x0303,771,COMBINING TILDE,̃
0x0304,772,COMBINING MACRON,̄
0x0305,773,COMBINING OVERLINE,̅
0x0306,774,COMBINING BREVE,̆
0x0307,775,COMBINING DOT ABOVE,̇
0x0308,776,COMBINING DIAERESIS,̈
0x0309,777,COMBINING HOOK ABOVE,̉
0x030A,778,COMBINING RING ABOVE,̊
0x030B,779,COMBINING DOUBLE ACUTE ACCENT,̋
0x030C,780,COMBINING CARON,̌
0x030D,781,COMBINING VERTICAL LINE ABOVE,̍
0x030E,782,COMBINING DOUBLE VERTICAL LINE ABOVE,̎
0x030F,783,COMBINING DOUBLE GRAVE ACCENT,̏
0x0310,784,COMBINING CANDRABINDU,̐
0x0311,785,COMBINING INVERTED BREVE,̑
0x0312,786,COMBINING TURNED COMMA ABOVE,̒
0x0313,787,COMBINING COMMA ABOVE,̓
0x0314,788,COMBINING REVERSED COMMA ABOVE,̔
0x0315,789,COMBINING COMMA ABOVE RIGHT,̕
0x0316,790,COMBINING GRAVE ACCENT BELOW,̖
0x0317,791,COMBINING ACUTE ACCENT BELOW,̗
0x0318,792,COMBINING LEFT TACK BELOW,̘
0x0319,793,COMBINING RIGHT TACK BELOW,̙
0x031A,794,COMBINING LEFT ANGLE ABOVE,̚
0x031B,795,COMBINING HORN,̛
0x031C,796,COMBINING LEFT HALF RING BELOW,̜
0x031D,797,COMBINING UP TACK BELOW,̝
0x031E,798,COMBINING DOWN TACK BELOW,̞
0x031F,799,COMBINING PLUS SIGN BELOW,̟
0x0320,800,COMBINING MINUS SIGN BELOW,̠
0x0321,801,COMBINING PALATALIZED HOOK BELOW,̡
0x0322,802,COMBINING RETROFLEX HOOK BELOW,̢
0x0323,803,COMBINING DOT BELOW,̣
0x0324,804,COMBINING DIAERESIS BELOW,̤
0x0325,805,COMBINING RING BELOW,̥
0x0326,806,COMBINING COMMA BELOW,̦
0x0327,807,COMBINING CEDILLA,̧
0x0328,808,COMBINING OGONEK,̨
0x0329,809,COMBINING VERTICAL LINE BELOW,̩
0x032A,810,COMBINING BRIDGE BELOW,̪
0x032B,811,COMBINING INVERTED DOUBLE ARCH BELOW,̫
0x032C,812,COMBINING CARON BELOW,̬
0x032D,813,COMBINING CIRCUMFLEX ACCENT BELOW,̭
0x032E,814,COMBINING BREVE BELOW,̮
0x032F,815,COMBINING INVERTED BREVE BELOW,̯
0x0330,816,COMBINING TILDE BELOW,̰
0x0331,817,COMBINING MACRON BELOW,̱
0x0332,818,COMBINING LOW LINE,̲
0x0333,819,COMBINING DOUBLE LOW LINE,̳
0x0334,820,COMBINING TILDE OVERLAY,̴
0x0335,821,COMBINING SHORT STROKE OVERLAY,̵
0x0336,822,COMBINING LONG STROKE OVERLAY,̶
0x0337,823,COMBINING SHORT SOLIDUS OVERLAY,̷
0x0338,824,COMBINING LONG SOLIDUS OVERLAY,̸
0x0339,825,COMBINING RIGHT HALF RING BELOW,̹
0x033A,826,COMBINING INVERTED BRIDGE BELOW,̺
0x033B,827,COMBINING SQUARE BELOW,̻
0x033C,828,COMBINING SEAGULL BELOW,̼
0x033D,829,COMBINING X ABOVE,̽
0x033E,830,COMBINING VERTICAL TILDE,̾
0x033F,831,COMBINING DOUBLE OVERLINE,̿
0x0340,832,COMBINING GRAVE TONE MARK,̀
0x0341,833,COMBINING ACUTE TONE MARK,́
0x0342,834,COMBINING GREEK PERISPOMENI,͂
0x0343,835,COMBINING GREEK KORONIS,̓
0x0344,836,COMBINING GREEK DIALYTIKA TONOS,̈́
0x0345,837,COMBINING GREEK YPOGEGRAMMENI,ͅ
0x0346,838,COMBINING BRIDGE ABOVE,͆
0x0347,839,COMBINING EQUALS SIGN BELOW,͇
0x0348,840,COMBINING DOUBLE VERTICAL LINE BELOW,͈
0x0349,841,COMBINING LEFT ANGLE BELOW,͉
0x034A,842,COMBINING NOT TILDE ABOVE,͊
0x034B,843,COMBINING HOMOTHETIC ABOVE,͋
0x034C,844,COMBINING ALMOST EQUAL TO ABOVE,͌
0x034D,845,COMBINING LEFT RIGHT ARROW BELOW,͍
0x034E,846,COMBINING UPWARDS ARROW BELOW,͎
0x0360,864,COMBINING DOUBLE TILDE,͠
0x0361,865,COMBINING DOUBLE INVERTED BREVE,͡
0x0362,866,COMBINING DOUBLE RIGHTWARDS ARROW BELOW,͢
,,,
0x0374,884,GREEK NUMERAL SIGN,ʹ
0x0375,885,GREEK LOWER NUMERAL SIGN,͵
0x037A,890,GREEK YPOGEGRAMMENI,ͺ
0x037E,894,GREEK QUESTION MARK,;
0x0384,900,GREEK TONOS,΄
0x0385,901,GREEK DIALYTIKA TONOS,΅
0x0386,902,GREEK CAPITAL LETTER ALPHA WITH TONOS,Ά
0x0387,903,GREEK ANO TELEIA,·
0x0388,904,GREEK CAPITAL LETTER EPSILON WITH TONOS,Έ
